,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.0142134189605714,0.0163098136644486,0.011369991302490234,0.0004884803122198285,0.01,3,0.5,"{'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.5}",0.7870544594649453,0.802994966102383,0.7981665854747696,0.7897809848577112,0.7929454390451832,0.7941884869889985,0.005748824816931625,15
1,2.0359554290771484,0.016419430575154097,0.011370038986206055,0.0004887337003997292,0.01,3,0.75,"{'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.75}",0.7875055819429221,0.7917975886006576,0.7996427556529859,0.78912434539033,0.7889563796533107,0.7914053302480413,0.0043455110561830155,17
2,1.8598263263702393,0.009083897883510564,0.01097121238708496,0.0006309018835301464,0.01,3,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0}",0.7863699102829539,0.789821073356879,0.8003795721187026,0.7840660902041977,0.7760940608127308,0.7873461413550927,0.007928640300502662,21
3,3.09153299331665,0.05276058076548034,0.014162397384643555,0.002034068850820236,0.01,5,0.5,"{'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.5}",0.7926440141273902,0.7952299760483903,0.8065511711931149,0.7935553931717614,0.7930002435756912,0.7961961596232696,0.005252904715878141,10
4,3.065602207183838,0.0793452836051382,0.012566518783569337,0.0007980227697444603,0.01,5,0.75,"{'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.75}",0.7856224373807494,0.7945368002273373,0.804511224779767,0.7889990053992612,0.7992459302561604,0.794583079608655,0.006808632438210968,14
5,2.966467332839966,0.06885688950550951,0.0115692138671875,0.0004886750034333907,0.01,5,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1.0}",0.7741566191694069,0.7874106889132464,0.800155786952462,0.7783826574107905,0.7832785288028253,0.7846768562497461,0.008936652434006468,24
6,4.2448492527008055,0.08571389089812412,0.013164758682250977,0.0011632764254367073,0.01,7,0.5,"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.5}",0.7806276133641863,0.7816399748305121,0.7988080014614543,0.7897551049405269,0.7935016035399668,0.7888664596273294,0.006945634224309847,18
7,4.5175206661224365,0.17281980723897997,0.01256575584411621,0.0018501775872622167,0.01,7,0.75,"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.75}",0.775121787845573,0.78461210571185,0.8035216985344863,0.7836225794665691,0.7914372995575042,0.7876630942231966,0.009472682963763635,20
8,3.8977773666381834,0.18718156510013875,0.010970258712768554,0.0015449873720141637,0.01,7,1.0,"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 1.0}",0.7550059879024074,0.7704288961961596,0.7830364754597491,0.7695631875938782,0.7693942069581455,0.7694857508220679,0.00887907171212348,36
9,4.673503637313843,0.12267780448577556,0.010770750045776368,0.0003988504516678635,0.01,9,0.5,"{'learning_rate': 0.01, 'max_depth': 9, 'subsample': 0.5}",0.7731681078228393,0.7686792108147608,0.8008139487679131,0.7913073925222263,0.7810650347095359,0.7830067389274551,0.011763031169771997,26
10,4.657945203781128,0.1329374395630151,0.00977325439453125,0.00039875519828053163,0.01,9,0.75,"{'learning_rate': 0.01, 'max_depth': 9, 'subsample': 0.75}",0.7519770226931353,0.7618611212600982,0.7920269557098203,0.7752303820078756,0.7716061787033655,0.770540332074859,0.013451637433478636,34
11,4.407016706466675,0.054536393221198895,0.008575963973999023,0.0004887532815464373,0.01,9,1.0,"{'learning_rate': 0.01, 'max_depth': 9, 'subsample': 1.0}",0.723768420411643,0.7401011854016969,0.7627882312345228,0.7434660820850079,0.7343928875898186,0.7409033613445378,0.012823034143471348,59
12,1.4648825645446777,0.009961257641327445,0.008976030349731445,0.0006308264267898934,0.05,3,0.5,"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.5}",0.7935361100962124,0.8007226078837333,0.8137473105184103,0.7999137336093858,0.806045751633987,0.8027931027483458,0.006765264536253385,2
13,1.5496559143066406,0.06584625728910917,0.009175872802734375,0.00039918432310903266,0.05,3,0.75,"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.75}",0.7998771972557139,0.7867545568952219,0.813576807534608,0.7950092355782892,0.807334165550278,0.8005103925628223,0.009350740691289503,4
14,1.5544430255889892,0.07095126708705365,0.010172891616821288,0.0007466588013550625,0.05,3,1.0,"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 1.0}",0.8009154386392239,0.7889452157674663,0.813324097755044,0.7967381155360694,0.8014579020013801,0.8002761539398368,0.00791153495631853,5
15,3.17311487197876,0.0028630562018539243,0.012366867065429688,0.0004883441940357798,0.05,5,0.5,"{'learning_rate': 0.05, 'max_depth': 5, 'subsample': 0.5}",0.7881135062720741,0.7925567328380627,0.8227895506028498,0.7921862948077782,0.8004029147891042,0.7992097998619737,0.012443060907472839,6
16,3.237342929840088,0.02544275357799156,0.012765932083129882,0.0007461744855111332,0.05,5,0.75,"{'learning_rate': 0.05, 'max_depth': 5, 'subsample': 0.75}",0.7919244509397964,0.7941562132099217,0.8165702512889212,0.7915418341249543,0.7979011894612917,0.798418787804977,0.00935288169569551,8
17,3.0075571537017822,0.013871323177398889,0.013165044784545898,0.0014656485905160724,0.05,5,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'subsample': 1.0}",0.7868864937279261,0.7888756952056185,0.8195317257337719,0.782300166443389,0.800870783095847,0.7956929728413105,0.013405166693843154,12
